round_shots,474,359,294,175,93,83,89,98,86
round_queries,474,1077,3234,9275,14973,40753,133411,446782,3659558
round_k,1,5,26,80,245,749,2279,6901,21276
round_queries,585,735,1243,4323,27270,39625,187403,196109,532740,648072
round_k,1,5,16,50,158,485,1463,4439,13414,40504
round_shots,543,493,129,115,110,93,78,129,88,14
round_queries,543,1479,1419,3795,11330,29481,76986,390483,804232,1171422
round_k,1,5,16,51,158,493,1513,4569,13945,41836
round_shots,484,727,257,131,325,171,95,61,41
round_queries,484,2181,2827,6419,53625,89775,151145,295179,1840777
round_k,1,5,24,82,262,795,2419,7373,22448
round_shots,506,433,120,116,102,116,78,166,60,18
round_queries,506,1299,1320,3828,10098,34452,70746,461978,508020,1411182
round_k,1,5,16,49,148,453,1391,4233,12728,39199
round_shots,391,278,226,131,112,94,72,238,90,5
round_queries,391,834,2486,4323,11760,30738,71496,709002,839790,430825
round_k,1,5,16,52,163,496,1489,4665,13996,43082
round_shots,402,345,220,136,126,102,81,61,55,3
round_queries,402,1035,2420,6120,18270,44574,108783,246379,666435,328719
round_k,1,5,22,72,218,671,2019,6058,18194,54786
round_shots,463,261,145,132,92,82,90,71,115,4
round_queries,463,783,1595,4884,10212,27306,89910,216621,1056965,350572
round_k,1,5,18,55,166,499,1525,4595,14123,43821
round_shots,490,553,108,171,116,93,95,71,61,16
round_queries,490,1659,1188,5643,11716,29109,90915,207959,540155,1279376
round_k,1,5,16,50,156,478,1464,4427,13315,39980
round_shots,668,323,185,106,174,112,73,64,96,11
round_queries,668,969,2035,4346,21402,43120,84461,222400,1012512,1083665
round_k,1,5,20,61,192,578,1737,5273,16286,49257
round_shots,647,552,301,101,101,100,161,61,108
round_queries,647,1656,3311,5353,16463,50300,247457,281271,4569588
round_k,1,5,26,81,251,768,2305,6918,21155
round_shots,425,296,128,115,114,138,75,67,55,5
round_queries,425,888,1408,3795,11742,44850,73125,199191,503305,415055
round_k,1,5,16,51,162,487,1486,4575,13783,41505
round_shots,457,672,220,138,106,106,79,65,73,5
round_queries,457,2016,2420,6210,15370,47806,107045,265265,896951,578565
round_k,1,5,22,72,225,677,2040,6143,18673,57856
round_shots,490,648,261,141,91,125,84,83,61
round_queries,490,1944,2871,6909,15197,62625,128940,390515,2667835
round_k,1,5,24,83,250,767,2352,7113,21867
round_shots,606,307,212,165,109,91,151,62,69,4
round_queries,606,921,2332,7425,17331,44317,223027,275838,930603,494316
round_k,1,5,22,79,243,738,2224,6743,20471,61789
round_shots,713,433,244,104,141,96,78,89,52,6
round_queries,713,1299,2684,5096,21291,46176,114426,395783,695188,744258
round_k,1,5,24,75,240,733,2223,6684,20132,62021
round_shots,585,513,118,132,135,119,76,66,68,4
round_queries,585,1539,1298,4356,14985,42007,82308,215622,675580,362164
round_k,1,5,16,55,176,541,1633,4967,15018,45270
round_shots,585,399,115,121,119,175,77,88,109,14
round_queries,585,1197,1265,3993,12733,56525,74613,256168,954513,1140174
round_k,1,5,16,53,161,484,1455,4378,13385,40720
round_shots,441,508,319,200,125,79,72,80,38
round_queries,441,1524,3509,10600,22375,44319,121464,406640,1746214
round_k,1,5,26,89,280,843,2541,7653,22976
round_shots,611,452,153,131,172,123,74,64,56,7
round_queries,611,1356,1683,4847,21500,47355,88874,232256,614824,699993
round_k,1,5,18,62,192,600,1814,5489,16666,49999
round_shots,468,268,108,135,92,119,74,78,67,7
round_queries,468,804,1188,4455,10396,40341,75406,238446,617539,586313
round_k,1,5,16,56,169,509,1528,4608,13879,41879
round_shots,698,359,159,154,103,88,76,69,82,9
round_queries,698,1077,1749,5698,13081,34760,94012,258681,922254,918135
round_k,1,5,18,63,197,618,1874,5623,17002,51007
round_shots,386,680,192,111,92,98,124,110,56,14
round_queries,386,2040,2112,3663,9476,30282,119660,320210,498456,1155854
round_k,1,5,16,51,154,482,1455,4450,13478,41280
round_shots,484,344,201,133,143,124,101,64,57,7
round_queries,484,1032,2211,5453,18447,48732,121503,231104,620217,704893
round_k,1,5,20,64,196,601,1805,5440,16455,50349
round_shots,463,282,157,108,105,136,133,67,61,5
round_queries,463,846,1727,3564,10395,42840,130739,200933,551013,407655
round_k,1,5,16,49,157,491,1499,4516,13577,40765
round_shots,501,513,256,126,93,101,85,96,83,3
round_queries,501,1539,2816,6174,14229,47167,122145,419232,1101493,365715
round_k,1,5,24,76,233,718,2183,6635,20317,60952
round_shots,501,392,139,144,104,85,87,67,54,4
round_queries,501,1176,1529,5328,12584,31535,97179,226393,547830,373140
round_k,1,5,18,60,185,558,1689,5072,15261,46642
round_shots,657,757,297,96,103,90,75,62,68,6
round_queries,657,2271,3267,5088,16377,44550,112275,278938,920108,758466
round_k,1,5,26,79,247,748,2249,6765,20571,63205
round_shots,386,296,188,100,107,118,74,65,199,3
round_queries,386,888,2068,4300,13803,46374,87394,230555,2155369,308289
round_k,1,5,21,64,196,590,1773,5415,17114,51381
round_shots,363,486,167,133,100,92,125,128,55,3
round_queries,363,1458,1837,5453,14100,40020,168125,524416,676005,336255
round_k,1,5,20,70,217,672,2048,6145,18585,56042
round_shots,585,306,148,118,145,86,100,64,63,4
round_queries,585,918,1628,4366,17255,32766,114700,223424,667737,384012
round_k,1,5,18,59,190,573,1745,5299,15988,48001
round_shots,575,357,131,107,116,98,76,89,87,11
round_queries,575,1071,1441,3531,11484,30282,70908,249467,741327,855415
round_k,1,5,16,49,154,466,1401,4260,12907,38882
round_shots,713,339,116,108,131,202,284,240,164,6
round_queries,713,1017,1276,3564,12969,60398,257020,651600,1335780,473322
round_k,1,5,16,49,149,452,1357,4072,13003,39443
round_shots,490,493,203,109,111,130,73,64,54,8
round_queries,490,1479,2233,4905,15429,54990,93075,245312,621378,834584
round_k,1,5,22,69,211,637,1916,5753,17369,52161
round_shots,463,273,137,135,105,87,87,67,63,7
round_queries,463,819,1507,4995,11655,29841,90219,211251,607761,625765
round_k,1,5,18,55,171,518,1576,4823,14670,44697
round_shots,724,451,210,134,109,108,135,71,52,7
round_queries,724,1353,2310,6030,16459,50004,191835,306223,688844,837305
round_k,1,5,22,75,231,710,2156,6623,19919,59807
round_shots,441,324,134,113,134,93,77,70,98,11
round_queries,441,972,1474,3729,13266,27807,70455,193970,823886,851719
round_k,1,5,16,49,149,457,1385,4203,12655,38714
round_shots,626,351,129,152,124,122,255,228,67,7
round_queries,626,1053,1419,5016,13764,42578,273105,732564,645813,623609
round_k,1,5,16,55,174,535,1606,4819,14507,44543
round_shots,397,270,116,133,166,175,88,111,82,13
round_queries,397,810,1276,4389,17762,58975,88968,337329,768586,1145235
round_k,1,5,16,53,168,505,1519,4686,14284,44047
