round_shots,474,359,294,175,93,83,89,98,86
round_queries,474,1077,3234,9275,14973,40753,133411,446782,3659558
round_k,1,5,26,80,245,749,2279,6901,21276
round_queries,678,789,1793,4884,28928,44478,84162,215872,589222,743672
round_k,1,5,18,56,176,539,1686,5079,15321,46479
round_shots,457,299,115,130,126,116,154,69,61,19
round_queries,457,897,1265,4290,13482,37468,149534,204861,546743,1538677
round_k,1,5,16,53,161,485,1484,4481,13485,40491
round_shots,527,304,146,131,119,90,81,76,63,8
round_queries,527,912,1606,4323,12733,29070,78489,223516,558243,643624
round_k,1,5,16,53,161,484,1470,4430,13373,40226
round_shots,317,336,110,107,129,82,78,74,61,17
round_queries,317,1008,1210,3531,12771,25994,74178,211714,529785,1369231
round_k,1,5,16,49,158,475,1430,4342,13151,40271
round_shots,575,269,167,140,92,157,82,66,54,3
round_queries,575,807,1837,5740,13340,68923,109306,266706,656694,331797
round_k,1,5,20,72,219,666,2020,6080,18334,55299
round_shots,386,370,202,127,111,82,77,77,58,6
round_queries,386,1110,2222,4191,10989,24846,69993,213059,484126,461298
round_k,1,5,16,49,151,454,1383,4173,12524,38441
round_shots,559,249,173,130,123,93,79,67,63,13
round_queries,559,747,1903,4290,12915,30783,79395,204015,584199,1130805
round_k,1,5,16,52,165,502,1522,4636,13977,43492
round_shots,402,277,124,124,122,88,74,77,76,16
round_queries,402,831,1364,4092,12078,26664,68894,215061,649116,1245488
round_k,1,5,16,49,151,465,1396,4270,12863,38921
round_shots,490,318,192,100,182,90,73,64,54,6
round_queries,490,954,2112,4100,22386,34650,85191,225728,580770,581970
round_k,1,5,20,61,192,583,1763,5377,16158,48497
round_shots,585,370,121,168,108,93,89,65,59,4
round_queries,585,1110,1331,5544,12420,34131,98879,221065,604573,374060
round_k,1,5,16,57,183,555,1700,5123,15388,46757
round_shots,652,399,167,127,92,85,76,76,76,4
round_queries,652,1197,1837,5207,11316,31365,84132,258020,779836,373028
round_k,1,5,20,61,184,553,1697,5130,15541,46628
round_shots,468,323,129,104,100,90,77,74,61,11
round_queries,468,969,1419,3432,9900,27450,73843,213194,527589,860255
round_k,1,5,16,49,152,479,1440,4324,12979,39102
round_shots,441,338,108,108,105,161,92,86,128,13
round_queries,441,1014,1188,3564,10395,49749,90804,256366,1167488,1103531
round_k,1,5,16,49,154,493,1490,4560,13685,42443
round_shots,554,494,165,123,110,132,85,92,62,7
round_queries,554,1482,1815,4551,13090,49236,99365,326876,669042,688989
round_k,1,5,18,59,186,584,1776,5395,16397,49213
round_shots,495,363,140,118,116,92,81,75,59,18
round_queries,495,1089,1540,3894,11948,29900,79947,224775,530823,1478430
round_k,1,5,16,51,162,493,1498,4498,13621,41067
round_shots,402,273,121,132,154,92,138,69,55,12
round_queries,402,819,1331,4356,17402,31740,144210,216729,527505,1054428
round_k,1,5,16,56,172,522,1570,4795,14476,43934
round_shots,647,332,224,219,100,101,179,68,77,6
round_queries,647,996,2464,7665,10500,31815,170229,194820,668283,473334
round_k,1,5,17,52,157,475,1432,4339,13018,39444
round_shots,452,403,174,105,96,93,77,65,72,9
round_queries,452,1209,1914,4305,12192,36177,90629,230295,769896,894447
round_k,1,5,20,63,194,588,1771,5346,16438,49691
round_shots,369,344,113,140,90,96,177,122,58,14
round_queries,369,1032,1243,4620,10530,33696,187443,389302,562078,1237726
round_k,1,5,16,58,175,529,1595,4845,14562,44204
round_shots,744,473,167,113,109,179,177,83,54,7
round_queries,744,1419,1837,4633,13843,69989,210099,298717,585954,689591
round_k,1,5,20,63,195,593,1799,5425,16375,49256
round_shots,532,371,121,156,121,88,79,72,59,4
round_queries,532,1113,1331,5148,13915,30536,84609,233784,584159,361492
round_k,1,5,16,57,173,535,1623,4950,14870,45186
round_shots,363,257,132,145,141,132,81,73,69,11
round_queries,363,771,1452,4785,14241,40260,74601,204911,591261,863863
round_k,1,5,16,50,152,460,1403,4284,13074,39266
round_shots,621,338,135,119,111,93,77,66,67,15
round_queries,621,1014,1485,3927,10989,28551,71841,189090,575865,1169925
round_k,1,5,16,49,153,466,1432,4297,12997,38997
round_shots,484,272,166,144,116,96,101,76,55,5
round_queries,484,816,1826,5328,14500,37152,118877,275500,606925,498575
round_k,1,5,18,62,193,588,1812,5517,16596,49857
round_shots,474,525,189,134,112,123,76,62,152,7
round_queries,474,1575,2079,5494,15568,52029,96900,238266,1756968,757981
round_k,1,5,20,69,211,637,1921,5779,17709,54141
round_shots,436,357,126,100,105,111,121,71,57,16
round_queries,436,1071,1386,3300,10395,34965,116765,209805,505761,1312976
round_k,1,5,16,49,157,482,1477,4436,13520,41030
round_shots,511,248,145,130,102,111,76,121,68,9
round_queries,511,744,1595,4810,11322,37407,76836,369171,637636,783621
round_k,1,5,18,55,168,505,1525,4688,14138,43534
round_shots,657,384,115,142,100,93,74,64,57,13
round_queries,657,1152,1265,4686,11100,31713,76590,201792,540417,1116947
round_k,1,5,16,55,170,517,1576,4740,14293,42959
round_shots,436,269,121,108,102,91,103,122,92,5
round_queries,436,807,1331,3564,10098,27755,96099,355142,815028,405175
round_k,1,5,16,49,152,466,1455,4429,13359,40517
round_shots,543,473,160,151,107,85,73,182,60,13
round_queries,543,1419,1760,5587,12091,29835,77891,585858,601980,1197625
round_k,1,5,18,56,175,533,1609,5016,15138,46062
round_shots,380,290,167,136,101,84,108,66,55,5
round_queries,380,870,1837,5576,13433,33852,132948,249942,626725,523005
round_k,1,5,20,66,201,615,1893,5697,17136,52300
round_shots,543,518,108,107,114,147,77,69,74,17
round_queries,543,1554,1188,3531,11286,44835,71995,194097,627742,1311771
round_k,1,5,16,49,152,467,1406,4241,12767,38581
round_shots,495,403,194,138,127,109,87,72,57,7
round_queries,495,1209,2134,5658,16891,43709,104835,263592,636747,705117
round_k,1,5,20,66,200,602,1830,5585,16788,50365
round_shots,611,510,113,130,153,97,134,70,61,12
round_queries,611,1530,1243,4290,16371,33077,139226,218190,588711,1054764
round_k,1,5,16,53,170,519,1558,4825,14647,43948
round_shots,789,326,194,139,92,87,89,62,64,10
round_queries,789,978,2134,5699,11868,33669,107245,225370,697920,1001990
round_k,1,5,20,64,193,602,1817,5452,16489,50099
round_shots,397,491,188,113,109,87,73,141,69,6
round_queries,397,1473,2068,4633,13407,33669,85045,500691,739887,588426
round_k,1,5,20,61,193,582,1775,5361,16314,49035
round_shots,441,325,332,207,98,119,103,203,195,4
round_queries,441,975,3652,7245,10290,38437,103515,619353,1835145,355300
round_k,1,5,17,52,161,502,1525,4705,14762,44412
round_shots,363,244,151,126,106,94,84,65,116,3
round_queries,363,732,1661,4662,12614,34686,96348,226655,1218580,295515
round_k,1,5,18,59,184,573,1743,5252,16417,49252
round_shots,564,303,118,141,107,131,93,70,63,5
round_queries,564,909,1298,4653,11449,43361,94953,217910,597933,433595
round_k,1,5,16,53,165,510,1556,4745,14298,43359
round_shots,317,261,168,108,104,82,82,65,58,14
round_queries,317,783,1848,3996,11960,28946,86838,210795,564514,1277766
round_k,1,5,18,57,176,529,1621,4866,15093,45634
round_shots,490,330,113,105,109,166,98,71,136,6
round_queries,490,990,1243,3465,10791,50630,90846,198871,1158856,471690
round_k,1,5,16,49,152,463,1400,4260,12906,39307
round_shots,425,384,134,151,116,265,135,85,60,8
round_queries,425,1152,1474,4983,13340,95665,146745,278035,590460,722504
round_k,1,5,16,57,180,543,1635,4920,14871,45156
round_shots,632,254,108,137,105,85,83,65,61,4
round_queries,632,762,1188,4521,11865,30345,89225,212875,600423,357964
round_k,1,5,16,56,178,537,1637,4921,14880,44745
round_shots,678,444,198,130,95,84,73,83,53,3
round_queries,678,1332,2178,5330,13395,36204,95995,329925,640611,327525
round_k,1,5,20,70,215,657,1987,6043,18160,54587
round_shots,436,518,108,128,105,89,72,71,63,15
round_queries,436,1554,1188,4224,11235,29637,73224,216621,577269,1283895
round_k,1,5,16,53,166,508,1525,4581,13789,42796
round_shots,595,446,129,107,106,98,74,86,68,9
round_queries,595,1338,1419,3531,10494,29106,68598,239510,572492,697959
round_k,1,5,16,49,148,463,1392,4209,12860,38775
round_shots,538,272,137,139,124,82,187,173,199,5
round_queries,538,816,1507,5143,15500,32062,220099,610863,2162931,506575
round_k,1,5,18,62,195,588,1765,5434,16303,50657
round_shots,642,372,132,126,105,160,83,65,59,11
round_queries,642,1116,1452,4158,11235,53280,86071,209235,572359,977273
round_k,1,5,16,53,166,518,1609,4850,14557,44421
round_shots,425,746,244,100,145,80,203,76,103,3
round_queries,425,2238,2684,4500,19575,34320,261261,293436,1195521,324045
round_k,1,5,22,67,214,643,1930,5803,18002,54007
round_shots,789,263,136,157,108,83,75,89,82,4
round_queries,789,789,1496,5809,12204,29299,79725,284177,805650,371252
round_k,1,5,18,56,176,531,1596,4912,15093,46406
round_shots,606,332,203,130,123,85,75,70,66,4
round_queries,606,996,2233,5850,18327,40035,107625,304430,862422,479972
round_k,1,5,22,74,235,717,2174,6533,19698,59996
round_shots,386,284,236,116,146,141,96,67,78,3
round_queries,386,852,2596,5220,19710,60489,124512,262573,918294,328047
round_k,1,5,22,67,214,648,1959,5886,17742,54674
round_shots,575,345,304,130,118,85,140,66,58
round_queries,575,1035,3344,6890,19942,45135,225260,319638,2553566
round_k,1,5,26,84,265,804,2421,7321,22013
round_shots,479,362,264,261,235,105,74,160,145
round_queries,479,1086,2904,12789,36425,48825,105302,683680,5975885
round_k,1,5,24,77,232,711,2136,6667,20606
round_shots,657,361,201,144,131,99,72,224,55,3
round_queries,657,1083,2211,5904,18733,47223,103752,978656,720885,369783
round_k,1,5,20,71,238,720,2184,6553,19734,61630
round_shots,419,324,145,117,103,96,265,114,61,4
round_queries,419,972,1595,4329,11845,34272,287525,388854,625189,373548
round_k,1,5,18,57,178,542,1705,5124,15564,46693
round_shots,293,513,123,131,119,94,100,71,60,10
round_queries,293,1539,1353,4323,12733,31114,105500,227981,579900,895430
round_k,1,5,16,53,165,527,1605,4832,14513,44771
round_shots,784,326,148,108,102,89,80,82,54,4
round_queries,784,978,1628,3996,11730,31951,87120,270846,545994,366580
round_k,1,5,18,57,179,544,1651,5055,15166,45822
round_shots,683,411,206,125,154,123,78,64,58,3
round_queries,683,1233,2266,5625,22330,54243,105066,261312,716474,345429
round_k,1,5,22,72,220,673,2041,6176,18590,57571
round_shots,457,318,145,106,98,85,84,71,92,14
round_queries,457,954,1595,3922,10878,28305,83916,215059,839316,1161510
round_k,1,5,18,55,166,499,1514,4561,13798,41482
round_shots,457,471,108,108,144,203,99,67,57,14
round_queries,457,1413,1188,3564,14256,65163,96129,198253,512259,1227870
round_k,1,5,16,49,160,485,1479,4493,13559,43852
round_shots,724,266,167,118,114,91,88,88,56,7
round_queries,724,798,1837,4838,14934,36309,106744,325688,632744,721357
round_k,1,5,20,65,199,606,1850,5649,16998,51525
round_shots,452,274,274,127,108,86,81,65,55,6
round_queries,452,822,3014,6223,17388,42398,119799,289705,742775,740958
round_k,1,5,24,80,246,739,2228,6752,20484,61746
round_shots,305,385,188,136,92,85,86,87,53,3
round_queries,305,1155,2068,5576,12972,36295,112058,347391,637749,333123
round_k,1,5,20,70,213,651,1996,6016,18086,55520
round_shots,317,281,271,124,193,90,185,179,68,4
round_queries,317,843,2981,6076,30301,43650,271765,814987,965124,520140
round_k,1,5,24,78,242,734,2276,7096,21672,65017
round_shots,369,244,136,130,103,89,76,66,58,5
round_queries,369,732,1496,4810,11433,29637,76988,202290,534354,427985
round_k,1,5,18,55,166,506,1532,4606,13958,42798
round_shots,575,250,180,108,106,90,73,100,182,5
round_queries,575,750,1980,4428,13462,35190,86505,358100,1987622,498165
round_k,1,5,20,63,195,592,1790,5460,16381,49816
round_shots,739,250,170,118,115,100,81,80,127,3
round_queries,739,750,1870,4838,15065,40300,99549,298160,1426845,316515
round_k,1,5,20,65,201,614,1863,5617,17491,52752
round_shots,468,359,118,139,169,82,245,115,63,8
round_queries,468,1077,1298,4587,17745,26322,235935,337295,562527,666232
round_k,1,5,16,52,160,481,1466,4464,13509,41639
round_shots,527,421,124,112,128,114,135,101,62,5
round_queries,527,1263,1364,3696,13184,37050,137835,315827,581994,425875
round_k,1,5,16,51,162,510,1563,4693,14133,42587
round_shots,559,573,244,124,99,91,88,89,66,4
round_queries,559,1719,2684,6076,15939,44681,131032,399699,917334,504596
round_k,1,5,24,80,245,744,2245,6949,21001,63074
round_shots,532,508,167,114,119,93,75,71,54,6
round_queries,532,1524,1837,4674,14637,34875,85575,244595,562950,570138
round_k,1,5,20,61,187,570,1722,5212,15650,47511
round_shots,463,317,159,160,124,84,129,64,59,5
round_queries,463,951,1749,5920,16244,33180,156735,239168,662747,513785
round_k,1,5,18,65,197,607,1868,5616,17105,51378
round_shots,408,359,136,127,90,135,250,95,56,7
round_queries,408,1077,1496,4699,9990,44955,251250,293835,522648,596631
round_k,1,5,18,55,166,502,1546,4666,14084,42616
round_shots,647,486,170,108,90,84,95,64,56,4
round_queries,647,1458,1870,4428,11070,30996,107635,219072,581336,377260
round_k,1,5,20,61,184,566,1711,5190,15644,47157
round_shots,414,470,113,114,112,96,113,66,61,7
round_queries,414,1410,1243,3762,11536,30624,109271,210210,596031,625989
round_k,1,5,16,51,159,483,1592,4885,14904,44713
round_shots,616,459,200,136,170,85,107,216,95,3
round_queries,616,1377,2200,5576,22610,34765,134071,833976,1127555,334281
round_k,1,5,20,66,204,626,1930,5934,18521,55713
round_shots,430,255,212,149,111,188,86,87,56,5
round_queries,430,765,2332,6407,14541,75012,105694,322857,633528,510725
round_k,1,5,21,65,199,614,1855,5656,17005,51072
round_shots,616,404,203,208,98,91,73,62,68,8
round_queries,616,1212,2233,9360,15190,42315,103003,264058,873868,931992
round_k,1,5,22,77,232,705,2129,6425,19384,58249
round_shots,374,344,142,153,103,86,75,78,54,5
round_queries,374,1032,1562,5661,13081,34658,92025,288834,601182,510525
round_k,1,5,18,63,201,613,1851,5566,16891,51052
round_shots,402,352,205,129,101,90,77,64,52,3
round_queries,402,1056,2255,5805,14645,40230,108955,274112,671996,357027
round_k,1,5,22,72,223,707,2141,6461,19438,59504
round_shots,718,544,150,108,135,104,88,109,82,4
round_queries,718,1632,1650,3996,14985,37128,94424,358719,811226,369612
round_k,1,5,18,55,178,536,1645,4946,15269,46201
round_shots,463,453,198,140,102,95,83,64,56,8
round_queries,463,1359,2178,5740,14178,41705,110141,259904,685160,892216
round_k,1,5,20,69,219,663,2030,6117,18448,55763
round_shots,479,263,108,149,99,84,75,89,58,4
round_queries,479,789,1188,4917,11385,29652,81075,288983,565094,351564
round_k,1,5,16,57,176,540,1623,4871,14648,43945
round_shots,311,711,258,129,96,240,74,62,66,4
round_queries,311,2133,2838,6321,15840,118800,114034,287742,927102,510164
round_k,1,5,24,82,247,770,2320,7023,21180,63770
round_shots,334,380,174,128,113,144,97,85,57,8
round_queries,334,1140,1914,4224,11865,46224,93993,250325,507813,653192
round_k,1,5,16,52,160,484,1472,4454,13444,40824
round_shots,408,559,135,149,103,93,91,65,59,11
round_queries,408,1677,1485,4917,11845,33201,98735,221325,603157,1032361
round_k,1,5,16,57,178,542,1702,5111,15630,46925
round_shots,564,574,118,113,109,89,101,80,63,20
round_queries,564,1722,1298,3729,10791,27679,94637,228880,544131,1565700
round_k,1,5,16,49,155,468,1430,4318,13047,39142
round_shots,334,532,177,146,112,106,74,78,87,6
round_queries,334,1596,1947,5986,16240,47806,100270,322842,1084629,681018
round_k,1,5,20,72,225,677,2069,6233,18790,56751
round_shots,275,338,116,154,111,158,92,70,69,14
round_queries,275,1014,1276,5082,11211,49770,89700,207130,613203,1138858
round_k,1,5,16,50,157,487,1479,4443,13331,40673
round_shots,501,503,147,116,93,103,86,63,54,13
round_queries,501,1509,1617,4292,11067,36771,92966,205569,528606,1166529
round_k,1,5,18,59,178,540,1631,4894,14683,44866
round_shots,419,457,116,125,117,96,75,66,67,5
round_queries,419,1371,1276,4125,12519,31776,75375,201630,618477,434805
round_k,1,5,16,53,165,502,1527,4615,14097,43480
round_shots,479,368,108,135,133,97,75,239,178,13
round_queries,479,1104,1188,4455,15029,33077,77175,744007,1662342,1103687
round_k,1,5,16,56,170,514,1556,4669,14008,42449
round_shots,436,336,120,233,106,99,73,67,55,12
round_queries,436,1008,1320,7689,11554,34947,80957,225187,564245,1123332
round_k,1,5,16,54,176,554,1680,5129,15546,46805
round_shots,511,254,235,135,123,137,81,99,91,3
round_queries,511,762,2585,6075,19311,64801,117855,435699,1227135,370995
round_k,1,5,22,78,236,727,2200,6742,20554,61832
round_shots,346,493,129,130,123,205,125,79,62,4
round_queries,346,1479,1419,4290,13161,69905,127875,244979,590674,364388
round_k,1,5,16,53,170,511,1550,4763,14550,45548
round_shots,564,426,151,133,105,192,80,62,55,6
round_queries,564,1278,1661,4921,13125,73536,92560,215698,574035,577626
round_k,1,5,18,62,191,578,1739,5218,15859,48135
round_shots,580,417,116,153,130,152,75,71,109,13
round_queries,580,1251,1276,5049,14430,50920,76575,220881,1024055,1103141
round_k,1,5,16,55,167,510,1555,4697,14092,42428
round_shots,414,426,143,182,111,94,82,99,80,18
round_queries,414,1278,1573,6006,11211,29422,77982,283833,688560,1417302
round_k,1,5,16,50,156,475,1433,4303,12991,39369
round_shots,441,525,151,131,104,94,74,67,64,3
round_queries,441,1575,1661,4847,13000,36942,88282,240329,695232,296013
round_k,1,5,18,62,196,596,1793,5431,16392,49335
round_shots,673,475,180,108,100,87,148,115,84,6
round_queries,673,1425,1980,4428,12700,33843,175972,415035,912828,594138
round_k,1,5,20,63,194,594,1804,5433,16325,49511
round_shots,317,287,110,131,117,138,79,64,74,7
round_queries,317,861,1210,4323,12285,47886,82713,202816,704850,610533
round_k,1,5,16,52,173,523,1584,4762,14536,43609
round_shots,744,261,222,130,94,165,174,128,94,6
round_queries,744,783,2442,5850,14006,75075,239946,534400,1192014,716742
round_k,1,5,22,74,227,689,2087,6340,19227,59728
round_shots,538,264,203,143,113,89,82,96,63,6
round_queries,538,792,2233,4719,12769,31239,87166,309408,618219,546102
round_k,1,5,16,56,175,531,1611,4906,14937,45508
round_shots,637,488,270,277,99,86,94,64,55,4
round_queries,637,1464,2970,9695,11979,31562,105938,222784,576675,383988
round_k,1,5,17,60,183,563,1740,5242,15973,47998
round_shots,564,369,163,112,164,321,161,104,123,14
round_queries,564,1107,1793,3696,16892,104325,156975,310024,1100727,1144374
round_k,1,5,16,51,162,487,1490,4474,13623,40870
round_shots,380,253,207,127,122,88,83,128,54,3
round_queries,380,759,2277,5715,17202,39336,112797,524416,663714,333327
round_k,1,5,22,70,223,679,2048,6145,18445,55554
round_shots,463,245,108,141,101,106,90,78,59,4
round_queries,463,735,1188,4653,11413,36358,96030,251550,573067,353524
round_k,1,5,16,56,171,533,1612,4856,14669,44190
round_shots,391,251,203,125,105,83,72,64,81,4
round_queries,391,753,2233,5625,15435,38761,100872,271168,1039311,480836
round_k,1,5,22,73,233,700,2118,6415,19629,60104
round_shots,447,317,186,131,97,133,135,83,56,11
round_queries,447,951,2046,5371,11931,50141,155385,294235,600264,1070355
round_k,1,5,20,61,188,575,1772,5359,16179,48652
round_shots,479,253,108,121,108,88,84,209,69,12
round_queries,479,759,1188,3993,11556,29832,86100,664829,669645,1076916
round_k,1,5,16,53,169,512,1590,4852,14582,44871
round_shots,479,261,208,147,107,88,91,66,64,12
round_queries,479,783,2288,4851,12091,30712,95277,208362,611520,1075524
round_k,1,5,16,56,174,523,1578,4777,14395,44813
round_shots,642,591,108,187,102,85,79,105,55,11
round_queries,642,1773,1188,6171,12138,31875,88875,358365,574255,1045385
round_k,1,5,16,59,187,562,1706,5220,15791,47517
round_shots,402,545,225,139,101,121,73,65,59,3
round_queries,402,1635,2475,6255,15655,59169,107091,287625,785113,369669
round_k,1,5,22,77,244,733,2212,6653,19960,61611
round_shots,869,350,195,145,116,87,91,65,57,3
round_queries,869,1050,2145,5945,16124,38367,122395,262405,691011,339525
round_k,1,5,20,69,220,672,2018,6061,18305,56587
round_shots,430,273,136,128,104,88,83,166,55,3
round_queries,430,819,1496,4736,12792,33704,96363,579838,603735,303873
round_k,1,5,18,61,191,580,1746,5488,16610,50645
round_shots,386,266,108,151,111,92,75,68,56,4
round_queries,386,798,1188,4983,12765,32292,79875,218484,541800,352652
round_k,1,5,16,57,175,532,1606,4837,14619,44081
round_shots,414,587,165,120,122,84,76,74,87,12
round_queries,414,1761,1815,4440,14518,30492,83068,245902,870087,1106460
round_k,1,5,18,59,181,546,1661,5000,15367,46102
round_shots,564,279,153,119,113,91,85,118,62,8
round_queries,564,837,1683,4403,12995,32669,92565,389282,629982,743656
round_k,1,5,18,57,179,544,1649,5080,15336,46478
round_shots,484,345,113,138,104,198,116,219,77,4
round_queries,484,1035,1243,4554,11128,67914,120292,687441,765919,370076
round_k,1,5,16,53,171,518,1569,4973,15184,46259
round_shots,430,349,108,117,114,102,76,100,89,4
round_queries,430,1047,1188,3861,11742,32946,79572,320700,860719,355908
round_k,1,5,16,51,161,523,1603,4835,14819,44488
round_shots,501,251,146,138,98,88,74,189,58,15
round_queries,501,753,1606,4554,11466,30888,77922,597807,550362,1309275
round_k,1,5,16,58,175,526,1581,4744,14343,43642
round_shots,436,249,206,185,193,202,77,66,66,8
round_queries,436,747,2266,7955,26055,87870,100485,261690,794706,878584
round_k,1,5,21,67,217,652,1982,6020,18062,54911
round_shots,484,369,142,104,111,97,219,182,99,11
round_queries,484,1107,1562,3432,10989,29973,205641,513422,850905,852885
round_k,1,5,16,49,154,469,1410,4297,12922,38767
round_shots,457,345,189,138,122,103,99,148,108,4
round_queries,457,1035,2079,4554,13786,38419,113157,513708,1164132,391748
round_k,1,5,16,56,186,571,1735,5389,16168,48968
round_shots,484,339,137,108,104,84,92,77,56,4
round_queries,484,1017,1507,3996,11960,30828,102028,258335,564760,367332
round_k,1,5,18,57,183,554,1677,5042,15160,45916
round_shots,317,328,116,185,103,99,116,213,74,3
round_queries,317,984,1276,6105,12257,36729,130964,758919,804158,297135
round_k,1,5,16,59,185,564,1781,5433,16325,49522
round_shots,548,419,113,104,105,108,117,69,57,14
round_queries,548,1257,1243,3432,10395,33372,110799,203757,510891,1135610
round_k,1,5,16,49,154,473,1476,4481,13448,40557
round_shots,764,468,148,138,98,107,79,84,135,6
round_queries,764,1404,1628,5106,12054,40339,89507,289044,1397385,565350
round_k,1,5,18,61,188,566,1720,5175,15563,47112
round_shots,490,251,132,122,103,94,110,106,57,17
round_queries,490,753,1452,4026,10197,27918,99550,297330,493107,1350531
round_k,1,5,16,49,148,452,1402,4325,13205,39721
round_shots,468,585,342,130,139,101,72,68,68
round_queries,468,1755,3762,7410,24047,53025,113832,325108,2973708
round_k,1,5,28,86,262,790,2390,7261,21865
round_shots,369,399,141,133,100,80,77,71,56,11
round_queries,369,1197,1551,4921,12100,29680,85701,243885,586600,1052557
round_k,1,5,18,60,185,556,1717,5237,15855,47843
round_shots,425,244,121,152,137,94,83,66,56,4
round_queries,425,732,1331,5016,16029,34874,97525,233046,596680,391020
round_k,1,5,16,58,185,587,1765,5327,16011,48877
round_shots,357,561,326,130,132,92,73,60,50
round_queries,357,1683,3586,6890,22308,49588,119063,298980,2268550
round_k,1,5,26,84,269,815,2491,7523,22685
round_shots,479,432,124,135,116,90,217,70,58,4
round_queries,479,1296,1364,4455,12876,30870,231973,224490,558598,354788
round_k,1,5,16,55,171,534,1603,4815,14512,44348
round_shots,374,330,172,413,153,83,78,99,67,3
round_queries,374,990,1892,16107,20655,36769,105066,403029,820549,333357
round_k,1,5,19,67,221,673,2035,6123,18507,55559
round_shots,457,268,134,159,107,90,126,65,68,4
round_queries,457,804,1474,5247,11877,31590,136962,214045,676532,362372
round_k,1,5,16,55,175,543,1646,4974,14974,45296
round_shots,616,247,112,188,102,84,88,67,59,5
round_queries,616,741,1232,6204,12546,32172,103048,236711,631005,501755
round_k,1,5,16,61,191,585,1766,5347,16195,50175
round_shots,789,558,206,104,115,111,78,93,105,6
round_queries,789,1674,2266,4680,15985,46953,101166,381765,1298745,690210
round_k,1,5,22,69,211,648,2052,6184,19111,57517
round_shots,414,383,132,118,116,119,80,67,60,12
round_queries,414,1149,1452,3894,11948,37485,78960,208705,577860,1072908
round_k,1,5,16,51,157,493,1557,4815,14684,44704
round_shots,548,449,137,109,115,262,99,75,59,11
round_queries,548,1347,1507,4033,13225,91962,111177,256425,610709,1055065
round_k,1,5,18,57,175,561,1709,5175,15758,47957
round_shots,414,399,183,100,90,89,81,66,55,8
round_queries,414,1197,2013,4100,11070,32841,91449,224202,570515,761464
round_k,1,5,20,61,184,564,1698,5186,15777,47591
round_shots,495,381,136,100,123,96,87,65,64,9
round_queries,495,1143,1496,3700,13653,33888,93351,211315,629184,800631
round_k,1,5,18,55,176,536,1625,4915,14756,44479
round_shots,759,279,128,194,111,98,101,64,64,6
round_queries,759,837,1408,6402,13209,35966,112817,219328,664384,563490
round_k,1,5,16,59,183,558,1713,5190,15581,46957
round_shots,425,331,121,156,156,92,77,69,69,5
round_queries,425,993,1331,5148,15756,30084,76615,210105,634455,429285
round_k,1,5,16,50,163,497,1522,4597,13910,42928
round_shots,668,276,167,135,168,103,96,101,54,8
round_queries,668,828,1837,5535,20664,39655,112800,358449,576018,775112
round_k,1,5,20,61,192,587,1774,5333,16074,48444
round_shots,299,247,180,131,193,87,88,75,55,3
round_queries,299,741,1980,5371,24897,34539,106392,273525,603515,300699
round_k,1,5,20,64,198,604,1823,5486,16648,50116
round_shots,662,481,173,128,112,86,89,84,79,3
round_queries,662,1443,1903,5248,15120,35346,111339,317268,908579,312387
round_k,1,5,20,67,205,625,1888,5750,17338,52064
round_shots,522,319,162,164,108,93,100,67,57,3
round_queries,522,957,1782,6068,13716,36921,120100,241535,622383,302685
round_k,1,5,18,63,198,600,1802,5459,16503,50447
round_shots,334,439,226,194,328,103,82,75,43
round_queries,334,1317,2486,8730,50840,52839,126362,348225,1935903
round_k,1,5,22,77,256,770,2321,7214,22510
round_shots,374,857,290,134,112,94,76,65,65,6
round_queries,374,2571,3190,4690,11984,33370,82764,217555,657345,550410
round_k,1,5,17,53,177,544,1673,5056,15237,45867
round_shots,708,464,248,125,127,107,77,224,53,3
round_queries,708,1392,2728,6125,19939,50611,109417,992544,704529,369045
round_k,1,5,24,78,236,710,2215,6646,20162,61507
round_shots,637,256,137,111,95,90,85,73,55,16
round_queries,637,768,1507,4107,10545,29970,86105,224621,510895,1343760
round_k,1,5,18,55,166,506,1538,4644,13957,41992
round_shots,554,657,166,146,104,91,76,66,90,13
round_queries,554,1971,1826,5402,12792,33579,85500,223278,915030,1211405
round_k,1,5,18,61,184,562,1691,5083,15445,46592
round_shots,441,292,278,101,100,112,74,121,64,3
round_queries,441,876,3058,4949,14700,50736,102934,517275,836544,354687
round_k,1,5,24,73,226,695,2137,6535,19669,59114
round_shots,569,268,153,123,172,92,80,73,56,5
round_queries,569,804,1683,4059,17716,29348,77680,213671,496776,403755
round_k,1,5,16,51,159,485,1463,4435,13458,40375
round_shots,457,612,136,142,164,95,97,64,56,12
round_queries,457,1836,1496,5254,19188,33915,104469,213952,566552,1103364
round_k,1,5,18,58,178,538,1671,5058,15324,45973
round_shots,305,468,167,102,93,86,88,150,168,6
round_queries,305,1404,1837,4182,11439,31734,99352,508950,1749384,578682
round_k,1,5,20,61,184,564,1696,5206,15811,48223
round_shots,601,503,148,134,112,100,77,67,106,7
round_queries,601,1509,1628,4422,11984,32700,76769,203077,970430,587713
round_k,1,5,16,53,163,498,1515,4577,13738,41979
round_shots,419,288,171,130,99,91,74,99,96,5
round_queries,419,864,1881,5330,13959,40131,99234,403821,1177824,567745
round_k,1,5,20,70,220,670,2039,6134,18511,56774
round_shots,522,541,169,113,96,83,102,105,63,9
round_queries,522,1623,1859,4633,11808,30959,114546,359415,654381,860679
